Index,Name,MaleProb,FemaleProb
onehandedweapon-1395,플레인,1,1
onehandedweapon-1118,골드 샤인,1,1
onehandedweapon-883,데코어 플레인,1,1
onehandedweapon-1360,발렌티어,1,1
onehandedweapon-1191,샤프 슬레이버,1,1
onehandedweapon-378,라이트윙 세이지,1,1
onehandedweapon-453,듀얼 샤이닝스타,1,1
onehandedweapon-1062,글림 골드윙,1,1
onehandedweapon-1212,크레센트,1,1
onehandedweapon-1513,드래곤 샤이닝로드,1,1
onehandedweapon-775,타임리스 데드엔드,1,1
onehandedweapon-1412,엘리고스 블러디 샤이닝로드,1,1
onehandedweapon-1440,드래곤테일 타나토스,1,1
onehandedweapon-925,알마 반 레온 글로리어,1,1
onehandedweapon-718,템페스트 샤이닝 로드,1,1
onehandedweapon-418,얼티밋 샤이닝 로드,1,1
onehandedweapon-1210,파프니르 마나크래들,1,1
onehandedweapon-377,스칼렛 타나토스,1,1
onehandedweapon-884,10주년 블랙 샤이닝로드,1,1
onehandedweapon-982,10주년 화이트 샤이닝로드,1,1
onehandedweapon-1399,혼돈의 포션,1,1
onehandedweapon-838,마이스터 타나토스,1,1
onehandedweapon-380,레볼루션 샤이닝로드,1,1
onehandedweapon-601,꽃분홍 튜브,1,1
onehandedweapon-502,11주년 세인트 샤이닝로드,1,1
onehandedweapon-1384,자쿰의 포이즈닉 샤이닝로드,1,1
onehandedweapon-1265,쟈이힌 샤이닝로드,1,1
onehandedweapon-892,우트가르드 샤이닝로드,1,1
onehandedweapon-893,앱솔랩스 샤이닝로드,1,1
onehandedweapon-836,메이플 트레져 샤이닝 로드,1,1
onehandedweapon-1141,아케인셰이드 샤이닝로드,1,1
onehandedweapon-714,봉인된 제네시스 샤이닝로드,1,1
onehandedweapon-1569,딤 게이저,1,1
onehandedweapon-1612,험블 스팅,1,1
onehandedweapon-1617,페일 로버,1,1
onehandedweapon-1613,아이러닉 반타,1,1
onehandedweapon-1581,리틀 후드럼,1,1
onehandedweapon-1622,블러드라인즈,1,1
onehandedweapon-1563,크림슨 마우트,1,1
onehandedweapon-1577,레버너스 레이,1,1
onehandedweapon-1583,드래곤 켈란,1,1
onehandedweapon-1565,자쿰의 포이즈닉 브레스 슈터,1,1
onehandedweapon-1574,브히제르 칼리그,1,1
onehandedweapon-1603,네크로 브레스 슈터,1,1
onehandedweapon-1631,쟈이힌 브레스 슈터,1,1
onehandedweapon-1621,로얄 반 레온 브레스 슈터,1,1
onehandedweapon-1590,우트가르드 브레스 슈터,1,1
onehandedweapon-1630,팔콘윙 스플렌디드 네로,1,1
onehandedweapon-1602,파프니르 나이트체이서,1,1
onehandedweapon-1596,앱솔랩스 브레스 슈터,1,1
onehandedweapon-1572,아케인셰이드 브레스 슈터,1,1
onehandedweapon-1610,마이스터 모르스,1,1
onehandedweapon-1578,블랙 브레스 슈터,1,1
onehandedweapon-1616,봉인된 제네시스 브레스 슈터,1,1
onehandedweapon-304,퍼플 헤이즈,1,1
onehandedweapon-148,핑크 헤이즈,1,1
onehandedweapon-277,퍼플 해츨링,1,1
onehandedweapon-34,제이드 해츨링,1,1
onehandedweapon-270,핑크 웜헤드,1,1
onehandedweapon-139,레드 웜헤드,1,1
onehandedweapon-31,제이드 웜헤드,1,1
onehandedweapon-231,그린 드래곤소울,1,1
onehandedweapon-311,제이드웜,1,1
onehandedweapon-27,아이언 드래곤,1,1
onehandedweapon-65,타임리스 퍼플드래곤,1,1
onehandedweapon-146,베파르 블러드문,1,1
onehandedweapon-48,샤크투스 소울드링커,1,1
onehandedweapon-253,코라 반 레온 화이트웜,1,1
onehandedweapon-259,템페스트 소울슈터,1,1
onehandedweapon-249,얼티밋 소울슈터,1,1
onehandedweapon-246,파프니르 엔젤릭슈터,1,1
onehandedweapon-6,스칼렛 엔젤릭슈터,1,1
onehandedweapon-286,10주년 블랙 소울슈터,1,1
onehandedweapon-222,10주년 화이트 소울슈터,1,1
onehandedweapon-155,마이스터 엔젤릭슈터,1,1
onehandedweapon-49,레볼루션 소울슈터,1,1
onehandedweapon-125,11주년 세인트 소울슈터,1,1
onehandedweapon-85,자쿰의 포이즈닉 소울슈터,1,1
onehandedweapon-16,쟈이힌 드래곤소울,1,1
onehandedweapon-119,우트가르드 드래곤소울,1,1
onehandedweapon-69,앱솔랩스 소울슈터,1,1
onehandedweapon-284,메이플 트레져 소울슈터,1,1
onehandedweapon-104,아케인셰이드 소울슈터,1,1
onehandedweapon-250,봉인된 제네시스 소울슈터,1,1
onehandedweapon-1072,블루 리벤저,1,1
onehandedweapon-624,딤 메모리,1,1
onehandedweapon-834,이터널 원더러,1,1
onehandedweapon-990,플럼 새드니스,1,1
onehandedweapon-790,카디날 오멘,1,1
onehandedweapon-1323,블랜드 엣지,1,1
onehandedweapon-345,나이트메어,1,1
onehandedweapon-371,크루얼 벤전스,1,1
onehandedweapon-1386,프림 배가본드,1,1
onehandedweapon-1256,드래곤 레이지,1,1
onehandedweapon-680,타임리스 그림시커,1,1
onehandedweapon-687,아가레스 블러디 크림즌 조디악,1,1
onehandedweapon-870,라이온하트 페인풀 데스티니,1,1
onehandedweapon-910,막스 반 레온 블러드퓨리,1,1
onehandedweapon-726,얼티밋 그림시커,1,1
onehandedweapon-1383,파프니르 데스브링어,1,1
onehandedweapon-352,스칼렛 데스브링어,1,1
onehandedweapon-916,10주년 블랙 데빌소드,1,1
onehandedweapon-952,10주년 화이트 데빌소드,1,1
onehandedweapon-1028,마이스터 데스브링어,1,1
onehandedweapon-649,레볼루션 데몬소드,1,1
onehandedweapon-897,11주년 세인트 데빌소드,1,1
onehandedweapon-358,자쿰의 포이즈닉 데스페라도,1,1
onehandedweapon-398,쟈이힌 데스페라도,1,1
onehandedweapon-1406,우트가르드 데스페라도,1,1
onehandedweapon-1091,앱솔랩스 데스페라도,1,1
onehandedweapon-582,메이플 트레져 데빌소드,1,1
onehandedweapon-520,아케인셰이드 데스페라도,1,1
onehandedweapon-1303,봉인된 제네시스 데스페라도,1,1
onehandedweapon-1202,어시메트리 혼,1,1
onehandedweapon-360,릿지 커터,1,1
onehandedweapon-863,러프 바이올렛,1,1
onehandedweapon-583,매크럴 나이프,1,1
onehandedweapon-1271,다이어드,1,1
onehandedweapon-385,압셍트 톡신,1,1
onehandedweapon-1420,크림슨 스컬,1,1
onehandedweapon-1373,피쉬핀,1,1
onehandedweapon-1037,드래곤 에너지 스컬,1,1
